122,Have It All,Euphonic 10 Years,Ronski Speed presents Sun Decade,0,classical,0.7
123,Words - Re-Recording,Jeannie C. Riley Selected Hits,Jeannie C. Riley,0,metal,0.3
124,Viejo,Caraluna,Bacilos,0,classical,0.6
125,Victims of the Riddle [Vivisection],Sheep Farming In Barnet,Toyah,1979,metal,0.3
126,Kama Sutra,Kama Sutra,The Wolfmen,0,pop,0.2
127,E non lo scorder¥Ë__,I successi di Fausto Leali,Fausto Leali,0,jazz,0.5
128,What Can I Do?,17 Reasons,Link 80,1997,classical,0.9
129,Whats up with the Underground,EP2,Linkwood,0,metal,0.6
130,Pacific Sunrise,Freetime,Spyro Gyra,1981,classical,0.3
131,Gnostalgia,Sacrament,White Willow,2000,metal,0
132,Sin Sin Sin (Sentience Loney Mix),Sin Sin Sin,Robbie Williams,2006,pop,0
133,Bihac,Maschinensturm,Prager Handgriff,1995,jazz,0.3
134,Hard Life Feat Raw Breed,Operation Infinite Grit,Marc Live,0,classical,0.6
135,Memories Of Love - Original Mix,Galaxy EP,Paul Miller,0,metal,0.3
136,Praise_ My Soul_ The King Of Heaven,Hymn,American Boychoir,0,rock,0.2
137,Edward Smith,Black Umbrella,Thought Industry,1997,pop,0.5
138,Dark Country,Breaking In An Angel,Red Animal War,0,pop,0.9
139,Highway Paved With Pain,Old Country Town,Lonesome River Band,2007,jazz,0.6
140,End Of The Beginning (Album Version),Perspective,Jason Becker,0,classical,0.3
141,Britannia,Love U More: The Very Best Of,Sunscreem,2009,metal,0
142,I'm About To Do Something (That I'm Gonna Regret),Chrome Tape,Motormark,2004,pop,0
143,Ring Road,Ring Road,Underworld,2007,jazz,0
144,LEsperanza,The Very Best of Euphoric Dance Breakdown 2009,Airscape,0,classical,0.5
145,That Crutch,So Many Roads,Neal Morse,2007,metal,0.7
146,I Say A Little Prayer,The Legendary Hi Records Albums_ Volume 3: Full Of Fire + Have A Good Time + The Belle Album + Truth n Time,Al Green,1978,rock,0.3
147,Dawning Star,Double Negative,The Muffins,0,pop,0.6
148,Irreplaceable,Get Your Stereo Deluxed Vol. 6,The Funky Lowlives,2002,pop,0.3
149,AcroyearII,LP5,Autechre,1998,jazz,0.2
150,And Then You Went Away,Resurrection,Brian Vander Ark,2004,classical,0.5
151,You Don't Know What You're Doing,Loose Tonight,Debbie Davies,0,metal,0.9
152,Touched (Intro: From 'That Winter' By Pamela Gillilan),Ignorance,Boo Hewerdine,0,pop,0.6
153,Day,Brave Murder Day,Katatonia,1996,jazz,0.3
154,En oo koskaan tavannut,Helvetisti j¥Ë__rke¥Ë__,Zen Cafe,2001,classical,0
155,B15 Apna Sangheet Sings Apna Sangsheet_ Ruled By The Mob,Minesweeper,DJ Rupture,0,metal,0
156,Militant Musicfreaks,The Never Ending Story,Warlocks,0,rock,0
157,The Color Of The Water / Dreaming Of The Future,Sea Of Dreams,Luis Bacalov,2007,pop,0.2
158,Nothing More to Say,Sounds of an Amateur,AJP,0,pop,0
159,Rock'n'roll vengeance,As-tu d’©j¥Ë_¥Ë_ oubli’©?,La Souris D’©glingu’©e,2003,jazz,0
160,Qui ? (version baba cool),Ma Grand-M’åre,Mickey 3D,2002,classical,0
161,Four Horses,God's Tattoos,William Lee Ellis,0,metal,0.5
162,Laurie Ann,Glen Rocks,Glen Glenn,2000,pop,0.7
163,N¥Ë__ckaspel,Visor fr’Çn vinden (Bonus Version),Sofia Karlsson,2007,jazz,0.3
164,Get Up (Club Mix),The Great Bouzouki / Get Up,Krid P,0,classical,0.6
165,Melodia Do Amor,Bis - Jovem Guarda,Golden Boys,0,metal,0.3
166,Whatcha Gonna Do When Your Number's Up?   (The Best We Could Find Album Version),The Best We Could Find,STEVE TAYLOR,0,classical,0.2
167,Waste of Time,Tried & True,Junkyard,0,metal,0.5
168,Deep in the night,Deep in the night,JK,0,pop,0.9
169,Skase,Christos Dantis Best,Christos Dantis,0,jazz,0.6
170,Make Her Feel Good,Roc-A-Fella Records Presents Teairra Mar¥Ë__,Teairra Mar¥Ë__,2005,classical,0.3
171,Radio Was Unplugged,Dinosaurs Turn Into Birds,Silent Kids,0,metal,0
172,Margaret On The Guillotine (LP Version),Viva Hate,Morrissey,1988,rock,0
173,At the Ball_ That's All,Best of Laurel & Hardy - The Lonesome Pine,Laurel & Hardy,0,pop,0
174,Presence Of The Dead (Album Version),Testimony Of The Ancients,Pestilence,0,pop,0
175,The Art of the Fugue_ BWV 1080/Contrapunctus XIV,Bach:  The Art of the Fugue,Juilliard String Quartet,0,jazz,0
176,Love Has A Diameter,Puzzle,Biffy Clyro,2007,classical,0
177,Communion,The phuture that never happened,Mental Overdrive,1991,metal,0.3
178,No quarter,Garbage daze re-regurgitated,Exhumed,0,pop,0.6
179,Rowboat,Unchained,Johnny Cash,1996,jazz,0.3
180,Captain_ My Captain,Avalanche,I_ Synthesist,2003,classical,0.2
181,Home In Your Heart,Joyful Noise,Derek Trucks;Solomon Burke,0,metal,0.5
182,Pourquoi,Silence,Anael Miller,0,classical,0.9
183,Sold Out Of Love,Sold Out Of Love,New York Rel-X,2005,metal,0.6
184,He's So Brave,Listen To My Shapes,Sensations,2005,pop,0.3
185,Rave Up,Girltalk,Bad Dreams Fancy Dress,1989,jazz,0
186,02.17 AM,Sweep Of Days,Blue Foundation,2004,classical,0
187,She's Alright,Grown Up Wrong,The Real Kids,1977,metal,0
188,The Itsy Bitsy Spider,Dora The Explorer,Dora The Explorer,0,classical,0.5
189,Mirage,FOCUSED,Billy Cobham,1998,metal,0.7
190,How Great Is Our King,Live 2005,EM1,2005,pop,0.3
191,Battery,And Christmas For All! The Holiday Tribute to Metallica,Santa Claws and the Naughty But Nice Orchestra,2007,jazz,0.6
192,Black Gold,Total Life Forever,Foals,2010,classical,0.3
193,Mary Beth,The Solo Recordings [1971-1972],Peter Yarrow,0,metal,0.2
194,Walk In Holy Ghostwood/Time's Going On,Who Set That Fire,Lird Van Goles,2007,rock,0.5
195,When You're Sick With The Blues,Honey Babe Let The Deal Go Down: The Best Of Mississippi Sheiks,Mississippi Sheiks,1994,pop,0.9
196,Snowflakes (VeebeeO Remix),Snowflakes,Jessica Folcker,0,pop,0.6
197,Traktor,25 let,Visaci Zamek,1995,jazz,0.3
198,I Can't Take The Runnings Ina Babylon - Original,Buro's Jolly Bus,BuRo,0,classical,0
199,Smilin',My World,Bryn Christopher,2008,metal,0
200,Atrevida Bandolera,12 Discipulos,Voltio,0,pop,0
201,Distorted Minds,You Don't Know - Ninja Cuts,Hexstatic feat. Juice Aleem,0,jazz,0.2
202,Esa Cancion Nos Salvo,Manual de redencion,Travolta,0,classical,0
203,Trend / Sprengk’_rper (Medley) (Live),Mediengruppe Telekommander Live In M¥Ë__nchen am 23.04.2006 (Bavarian Open Sessions - Bayerischer Rundfunk / Z¥Ë__ndfunk),Mediengruppe Telekommander,0,metal,0
204,The Unbeliever,The Sun & Earth,Middle Distance Runner,0,pop,0
205,Paper Doll,The 80's EP,Denison Witmer,0,jazz,0.5
206,Gotta Go Home,20th Century Hits,Boney M. 2000,1999,classical,0.7
207,Gypsy Eyes,You Break It...You Bought It!,Michael Stanley Band,1975,metal,0.3
208,Valse Lente,Rossini's La Boutique Fantasque_ Dukas's The Sorcerer's Apprentice And Ibert's Divertissement,Boston Pops Orchestra,0,rock,0.6
209,Three,Gymnasia,The Show is the Rainbow,0,pop,0.3
210,Gridlock,Escalation of Hostility,Kill The Client,2005,pop,0.2
211,White Baby,Swan Song,Giant Drag,2010,jazz,0.5
212,A Hole In The World (Album Version),Full Collapse,Thursday,2001,classical,0.9
213,The Journey,Love & Peace,Lisa Lynne and Georege Tortorelli,0,metal,0.6
214,That's Why I'm Leaving,THEGETDOWNSYNDROME,The Peelers,0,pop,0.3
215,Your Heart's Not In It,The Very Best of Janie Fricke,Janie Fricke,1993,jazz,0
216,La Inseminacion,10 De Colecci¥Ë__n,Johnny Ventura,0,classical,0
217,Willie Barcena,The Hot & Spicy Mamitas,Willie Barcena,0,metal,0
218,This Time It's Real,The Extended Mix,Miquel Brown,0,classical,0
219,Final Promise (World),Paradox,Davol,0,metal,0
220,Stand Alone (Album Version),Born Into This,The Cult,2007,pop,0
221,If I Get to the Borderline,Cancer And Delirium,J. Tillman,2008,jazz,0.3
222,Hit Medley Part Three,The Best Of Vol. IV - The Megamixes,Arabesque,0,classical,0.6
223,How You Livin? f/J-Live & Grap Luva & Sondia,48 Months,Asheru And Blue Black Of The Unspoken Heard,0,metal,0.3
224,Insomnomaniac,Compass,Joshua Redman,2009,classical,0.2
225,Tonight Will Be Fine,Leonard Cohen Live at the Isle of Wight 1970,Leonard Cohen,1969,metal,0.5
226,Straighten Up And Fly Right  (LP Version),'Round Midnight With Nelson Riddle And His Orchestra,Linda Ronstadt,0,pop,0.9
227,Will You Not Listen?,The Word,Michael Card,0,jazz,0.6
228,Kallisti  Song For Eris,Below & Beyond,Floor,0,classical,0.3
229,Country Boogie Fever,Guitar Boogie Fever,Eddie Jones,0,metal,0
230,Zuviel Hitze,Einzelhaft,Falco,1982,rock,0
231,Bunion Blues,Chicken Minnie,Lighnin' Hopkins,0,pop,0
232,Se Fosse Adesso,Canzoni Allo Specchio,Perturbazione,2005,pop,0.5
233,Please Set Me At Ease,Blue Break Beats,Bobbi Humphrey,1975,jazz,0.7
234,What Would You Do?,Cabaret: The New Broadway Cast Recording,Mary Louise Wilson,0,classical,0.3
235,Killers And Killed,Evil Unleashed,Angelus Apatrida,2006,metal,0.6
236,No Doubt About It  (Miracle Album Version),Miracle,The Clark Sisters,0,pop,0.3
237,Pantomime,Yes Yes Vindictive,Operator Please,2007,jazz,0.2
238,Beautiful Noise,Beautiful Noise,Spencer Parker,2006,classical,0.5
239,Nine Million Bicycles,Live at The O2 Arena,Katie Melua,2005,metal,0.9
240,Call Me (Album Version),The Sound of Madness,Shinedown,2008,metal,0.6
241,Do You Know,Wake Up And Smell The Coffee,The Cranberries,2001,pop,0.3
242,La titimania,Van Van 30 Aniversario. Vol. 1 (30 Year Anniversary),Juan Formell y los Van Van,1988,jazz,0
243,Vacuum,Cocotte,Teenage Bad Girl,2007,classical,0
244,S¥Ë__,Onnelliset Kohtaa,Scandinavian Music Group,2002,metal,0.3
245,You Win Again,Timeless,Martina McBride,2005,rock,0.6
246,Anyone Else But You,Juno - Music From The Motion Picture,Michael Cera & Ellen Page,2007,pop,0.3
247,Maia Sterling,ROBOTECH: The Shadow Chronicles,Scott Glasgow,2007,pop,0.2
248,Wanna Be (Explicit Album Version),Uni5: The World's Enemy,Bone Thugs-N-Harmony,0,jazz,0.5
249,The Rain,The Rain,Lou Rhodes,2007,classical,0.9
250,Shake It Up,Scarface,Elizabeth Daily,0,metal,0.6
251,I Cry (LP Version),We Will Stand / Yesterday And Today,Russ Taff,0,pop,0.3
252,Major Tom '94(English Version),Major Tom'94(English Version),Peter Schilling & Boom-Bastic,0,jazz,0
253,Who I Am,Afrodisiac,Brandy,2004,classical,0
254,Escape From Rome,Escape From Rome,Cricco Castelli,0,metal,0
255,Strikethrough,Past Revisited EP,Peter Van Hoesen,0,pop,0.5
256,Henrieta,The Green Owl Comp: A Benefit For The Energy Action Coalition,Harper Simon,2008,jazz,0.7
257,Your Arms Feel Like Home,Where My Christmas Lives,3 Doors Down,2008,classical,0.3
258,Midnight Birds (Sa Ra Remix),Blue Note Trip 5:Scrambled / Mashed,Medeski_ Martin & Wood/Sa Ra Creative Partners,2006,metal,0.6
259,Telegram f’_r en tennsoldat,Live,Cornelis Vreeswijk,1966,rock,0.3
260,Never Met A German,Talk To La Bomb,Brazilian Girls,2006,pop,0.2
261,Stones You Throw,Anthology Of Releases: 2004 - 2005,Career Suicide,0,pop,0.5
262,Solaris,Solaris,Photek,2000,jazz,0.9
263,Oriente,A Arte De Gilberto Gil,Gilberto Gil,1972,classical,0.6
264,Perverted Eyelash,Elephant Jokes,Robert Pollard,2009,metal,0.3
265,Eye Spy,When It Falls,The Race,0,pop,0
266,Tiempo Al Tiempo,Mi Mundo,Marta Sanchez,0,jazz,0
267,Out Of My Head,Come Clean,Puddle Of Mudd,2001,classical,0
268,Knives and Faces,Raging Speedhorn,Raging Speedhorn,0,metal,0.2
269,Itoshii Toki,Murasaki.,Rie Tomosaka,0,classical,0
270,Suzanne,Live In London,Leonard Cohen,1967,metal,0
271,Pump Up The Electro Volume,Hypnotized,DaVIP,0,pop,0
272,Telze',Aerobica,Max Brannslokker,0,jazz,0.5
273,Don't Stop Honey (feat. Cedric Burnside),Come On In,R.L. Burnside,1998,classical,0.7
274,Scream My Name,Back Against The Wall,Chaka Demus & Pliers,0,metal,0.3
275,Girl's Got Rhythm,The Screaming Cat,Omar & The Howlers,0,classical,0.6
276,I Do It For Your Love,The Lovers_ the Dreamers and Me,Jane Monheit,2008,metal,0.3
277,All I Need (Key-Ab-Premiere Performance Plus),All I Need (Premiere Performance Plus Track),Bethany Dillon,0,pop,0.2
278,Beyond the Borders of Sanity,PROSE EDDA,YGGDRASIL,0,jazz,0.5
279,Microphone Check,Illegal Substance,Illegal Substance,0,classical,0.9
280,Arruyo de Dios,Infancia Olvidada,Mar¥Ë__a Dolores Pradera / Amaya Uranga,0,metal,0.6
281,Corcovado,Bossa for Two Guitars - Experience Bossa Lounge,P & Q,0,rock,0.3
282,Blow Up,Template,Popsicle,2005,pop,0
283,Music Is My Business,Music Is My Business,Roosevelt Sykes,0,pop,0
284,Tonight,Songs From An Engineer's Daughter,June Star,0,jazz,0
285,Your Sweet Love,True To Yourself,Albert Cummings,2004,classical,0
286,Back To Back,The Fianc’©e,The Chariot,2007,metal,0
287,A Better World,A Better World,M.I.K.E. vs. Andrew Bennett,0,pop,0
288,Humppakavalier,Das Humppawerk,Elakelaiset,2006,jazz,0.3
289,Clambake Boogie,I'm The Fat Man,Big John Greer,1992,classical,0.6
290,Je Dois Partir,Ma G’©n’©ration,Ste Strausz,0,metal,0.3
291,J’_rame,Un Canto de M’©xico: Alejandro Fern¥Ë_¥Ë_ndez en Vivo desde Bellas Artes,Alejandro Fernandez,2002,rock,0.2
292,We Trust In The Name Of The Lord Our God (Where Mercy Begins Album Version),The Ultimate Collection,Steve Green,0,pop,0.5
293,Chi Ha Paura Della Notte?,P.F.M. Story,Premiata Forneria Marconi,1981,pop,0.9
294,Sunrise (Album),Whiskey For The Holy Ghost,Mark Lanegan,1994,jazz,0.6
295,Blow Ya Back Out [Radio Edit],Blow Ya Back Out [Radio Edit],Attitude,0,classical,0.3
296,Harpo's bazar,Sing & play,The Marx Brothers,0,metal,0
297,The American,3,Nouvelle Vague,0,pop,0
298,The Letdown,Walk This Way,The White Tie Affair,2008,jazz,0
299,We don't fit in,Relentless,Never More Than Less,0,classical,0.5
300,I Couldn't Believe It Was True,Red Headed Stranger,Carla Bozulich,2003,metal,0.7
301,A Man Without a Country,Sacrifice and Bliss,Stinking Lizaveta,2009,rock,0.3
302,Darling Corey,Buell Kazee Sings and Plays,Buell Kazee,0,pop,0.6
303,Sex,Zen And The Art Of Beating Your Ass,9 Shocks Terror,0,pop,0.3
304,Bounce W/ WBW,The Essential Dog Vs Cat Audio Collection,Dog Vs Cat,0,jazz,0.2
305,Show Me The River,Eastmountainsouth,Eastmountainsouth,2003,classical,0.5
306,Fire & Water,Temporarily Disconnected,24-7 Spyz,1995,metal,0.9
307,You Can't Move Into My House,Meet The Family,Frenzal Rhomb,1998,pop,0.6
308,Carheart,Carheart,Virus,0,jazz,0.3
309,Oxygen,Hospital Tracks,Swat-Squad,0,classical,0
310,Andropolis,Sorry About The Flowers,Venice is Sinking,2006,metal,0
311,The Things We Did Last Summer,Live 1953-68,The Oscar Peterson Trio,0,classical,0
312,Conakry,Zion Prophet,Takana Zion,2007,metal,0.2
313,Kein Wort,Zwischen Himmel & H’_lle,Breite Seite,0,pop,0
314,Jonah Joins The Cab,Rhapsody In Rhumba,Cab Calloway,2003,jazz,0
315,That Was Yesterday,The Everest Years,Charlie Shavers,0,classical,0
316,Scarlet Winter,The Kings Invicta,Fetterline,0,metal,0.5
317,Over the Stone - Concerto for Harp: Tros y Garreg (Over the Stone),Karl Jenkins: Quirk,Karl Jenkins/Catrin Finch/Carmine Lauri/London Symphony Orchestra,0,rock,0.7
318,Quik's Groove VII,The Best of DJ Quik - Da Finale,DJ Quik,2002,pop,0.3
319,L'Uomo Grande,Fragole Infinite,Alberto Fortis,1982,pop,0.6
320,Telephone And Rubber Band (Live) (2001 Digital Remaster),A History,Penguin Caf’© Orchestra,0,jazz,0.3
321,Ghetto (feat. Gino Green),J-Kwon (Clean),J-Kwon,0,classical,0.2
322,Serenade No. 13 in G_ 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): III.  Menuetto (Allegretto),Mozart: Academy in Concert,Sir Neville Marriner/Academy of St Martin-in-the-Fields,0,metal,0.5
323,Decadent,Lightbulbs,The Answering Machine,0,pop,0.9
324,The AFA Song,Skinhead Times 1982-1998,The Oppressed,0,jazz,0.6
325,Miles Away (In the style of 'Madonna') [With Backing Vocals],Ace Karaoke Pop Hits - Volume 7,Ace Karaoke Productions,0,classical,0.3
326,Je T'aime,Sound of Berlin - The Finest Club Sounds Selection of House_ Electro_ Minimal and Techno,Kolombo,0,metal,0
327,Everything I Own Fits In This Backpack,The Upsides,The Wonder Years,0,classical,0
328,Gli Amanti Di Val Morel,Il Disco Dei Miracoli,Piccola Bottega Baltazar,2007,metal,0
329,Hace Mucho Tiempo,Donde Acaba El Mar,Los Limones,0,pop,0
330,Cosmology,Tiny Blue Biosphere,Rhian Sheehan,2004,jazz,0
331,Am I Dead,Kings And Queens,Anti Nowhere League,0,classical,0
332,schmetterlinge,individuum,Mutabor,2004,metal,0.3
333,Tres Agujas,Del 63,Fito Paez,1984,classical,0.6
